Created Variable Name  original position relates to https://mushroomobserver.org/species_lists/1417?q=1mg6c,Original position,Part,Comments,Data ,Reference,,,
chemosystematics_oxindole_2_Indolone_quantity,459,,,,,,,
chemosystematics_oxytocin_present,460,,,,,,,
chemosystematics_oxytocin_quantity,461,,,,,,,
chemosystematics_phallotoxins_and_phalloidins_present,462,,,,,,,
chemosystematics_phallotoxins_and_phalloidins_quantity,463,,,,,,,
chemosystematics_phenylethylamine_present,464,,,,,,,
chemosystematics_phenylethylamine_quantity,465,,,,,,,
chemosystematics_prolactin_present,466,,,,,,,
chemosystematics_prolactin_quantity,467,,,,,,,
chemosystematics_psilacetin_o_acetylpsilocin_4_aco_dmt_present,468,,,,,,,
chemosystematics_psilacetin (o_acetylpsilocin_4_aco_dmt_quantity,469,,,,,,,
chemosystematics_psilocybin_1_present,470,,,,,,,
chemosystematics_psilocybin_1_quantity,471,,,,,,,
chemosystematics_pulvinic_acids_present,472,,,,,,,
chemosystematics_pulvinic_acids_quantity,473,,,,,,,
chemosystematics_quinone_methide_present,474,,,,,,,
chemosystematics_quinone_methide_quantity,475,,,,,,,
chemosystematics_sanguinone_a_present,476,,,,,,,
chemosystematics_sanguinone_a_quantity,477,,,,,,,
chemosystematics_sanguinone_b_present,478,,,,,,,
chemosystematics_sanguinone_b_quantity,479,,,,,,,
chemosystematics_seratoni_5_ht_present,480,,,,,,,
chemosystematics_seratoni_5_ht_quantity,481,,,,,,,
chemosystematics_tryptamine_present,482,,,,,,,
chemosystematics_tryptamine_quantity,483,,,,,,,
chemosystematics_tryptophan_variegatic_acid present,484,,,,,,,
chemosystematics_tryptophan_variegatic_acid_quantity,485,,,,,,,
chemosystematics_vasopressin_present,486,,,,,,,
chemosystematics_vasopressin_quantity,487,,,,,,,
chemosystematics_known_novel_maois_monoamine_oxidase_inhibitors_present,488,,,,,,,
chemosystematics_muscarine_present,489,,,,,,,
chemosystematics_muscimol_present,490,,,,,,,
chemosystematics_ibotenic_acid_present,491,,,,,,,
chemosystematics_antamanide_present,492,,,,,,,
chemosystematics_novel_amatoxins_present,493,,,,,,,
chemosystematics_phallotoxins_present,494,,,,,,,
chemosystematics_phallolysin_present,495,,,,,,,
chemosystematics_virotoxins_present,496,,,,,,,
chemosystematics_alpha_amanitin_present,497,,,,,,,
chemosystematics_beta_amanitin_present,498,,,,,,,
chemosystematics_gamma_amanitin_present,499,,,,,,,
chemosystematics_epilson_amanitin_present,500,,,,,,,
chemosystematics_delta_amanitin_present,501,,,,,,,
chemosystematics_amanullin_present,502,,,,,,,
chemosystematics_amanullinic_acid_present,503,,,,,,,
chemosystematics_amaninamide_present,504,,,,,,,
chemosystematics_amanin_present,505,,,,,,,
chemosystematics_proamanullin_present,506,,,,,,,
chemosystematics_anti_bacterial_chemical_present,507,,,,,,,
chemosystematics_anti_fungal_chemical_present,508,,,,,,,
chemosystematics_anti_cancer_chemical_present,509,,,,,,,
chemosystematics_anti_mosquito_chemical_present,510,,,,,,,
chemosystematics_anti_nematode_chemical_present,511,,,,,,,
chemosystematics_anti_tick_chemical_present,512,,,,,,,
chemosystematics_anti_protozoal_chemical_present,513,,,,,,,
chemosystematics_anti_viral_chemical_present,514,,,,,,,
chemosystematics_dna_sequence_relevant_production,515,,,,,,,
chemosystematics_separate_test_caps,516,,,,,,,
chemosystematics_separate_test_stems,517,,,,,,,
chemosystematics_separate_test_gill_tissue,518,,,,,,,
chemosystematics_separate_test_mycelium,519,,,,,,,
mating_compatibility_agar,520,,,,,,,
mating_compatibility_mating_type_locus_sequence,521,,,,,,,
mating_compatibility_mating_types_quantity,522,,,,,,,
mating_compatibility_mycelium_growth_pattern_description,523,,,,,,,
mating_compatibility_mycorrhizal_relationship,524,,,,,,,
mating_compatibility_predictive_dna_sequences,525,,,,,,,
mycelium_thin_or_thick_walled_hypha_present,526,,,,,,,
mycelium_mycelial_cystidia_present,527,,,,,,,
mycelium_aerial_hyphae_present,528,,,,,,,
mycelium_vegetative_hypha_present,529,,,,,,,
mycelium_advancing_zone_present,530,,,,,,,
mycelium_conidia_present,531,,,,,,,
mycelium_chlamydospores_present,532,,,,,,,
mycelium_arthrospores_present,533,,,,,,,
mycelium_clamp_connections_present,534,,,,,,,
mycelium_anastomoses_present,535,,,,,,,
mycelium_shape_form,536,,,,,,,
mycelium_size,537,,,,,,,
mycelium_elevation_side_view,538,,,,,,,
mycelium_margin_border,539,,,,,,,
mycelium_surface,540,,,,,,,
mycelium_opacity,541,,,,,,,
mycelium_colors,542,,,,,,,
mycelium_observable_transformations_phases,543,,,,,,,
mycelium_reaction_to_sectioning_damage,544,,,,,,,
mycelium_cold_shocking_response,545,,,,,,,
mycelium_hypha_exhibit_gravitropism,546,,,,,,,
mycelium_hypha_exhibit_thigmotropism,547,,,,,,,
mycelium_hypha_exhibit_phototropism,548,,,,,,,
mycelium_hypha_exhibit_aerotropism,549,,,,,,,
mycelium_hypha_exhibit_galvanotropism,550,,,,,,,
mycelium_hyphal_coils_present,551,,,,,,,
mycelium_electromagnetic_light_test,552,,,,,,,
mycelium_zonate_mycelium,553,,,,,,,
dna_complete_its_region_sequence,554,,,,,,,
dna_entire_genome_sequence,555,,,,,,,
dna_exome_sequencing,556,,,,,,,
dna_additional_regions,557,,,,,,,
dna_genome_sequence_sub_surface_mycelium,558,,,,,,,
dna_substrata_sequences,559,,,,,,,
dna_all_sequences,560,,,,,,,
